"","Timestamp","Temperature","Pressure","Humidity"
"1",1970-01-01 01:51:38,30.11,93.5,38.58
"2",1970-01-01 01:51:41,30.12,93.5,38.55
"3",1970-01-01 01:51:44,30.1,93.5,38.57
"4",1970-01-01 01:51:48,30.1,93.5,38.54
"5",1970-01-01 01:51:51,30.1,93.5,38.58
"6",1970-01-01 01:51:54,30.1,93.5,38.62
"7",1970-01-01 01:51:57,30.11,93.5,38.73
